technology,rsp,state,geography,download_busy,upload_busy,latency_busy,tier,underperforming
Fibre to the Curb,Optus,NSW,Urban,53.78,18.6,5.6,50/20 Mbps,FALSE
Fibre to the Node,Telstra,QLD,Urban,22.95,18.97,30.48,50/20 Mbps,TRUE
Hybrid Fibre Coaxial,Aussie Broadband,NSW,Urban,75.2,18.9,8.77,75/20 Mbps,FALSE
Fibre to the Premises,Exetel,NSW,Urban,52.48,18.8,9,50/20 Mbps,FALSE
Fibre to the Premises,Superloop,NSW,Urban,269.89,23.66,3.51,250/25 Mbps,FALSE
Hybrid Fibre Coaxial,Telstra,NSW,Urban,100.05,18.5,8.63,100/20 Mbps,FALSE
Fibre to the Curb,Optus,NSW,Urban,53.45,19.08,6.6,50/20 Mbps,FALSE
Fibre to the Premises,Exetel,NSW,Urban,108.64,18.86,2.47,100/20 Mbps,FALSE
Fibre to the Premises,Optus,NSW,Urban,53.08,18.62,3.34,50/20 Mbps,FALSE
Fibre to the Premises,Telstra,NSW,Urban,93.13,18.93,2.47,100/20 Mbps,FALSE
Fibre to the Node,Optus,NSW,Urban,86.54,30.19,13.37,100/40 Mbps,FALSE
Fibre to the Premises,Optus,NSW,Urban,248.18,23.35,8.31,250/25 Mbps,FALSE
Fibre to the Node,Exetel,ACT,Urban,51.62,10.53,13.86,50/20 Mbps,FALSE
Fibre to the Premises,Other RSPs,WA,Urban,244.07,23.79,54.04,250/25 Mbps,FALSE
Fibre to the Node,iiNet,ACT,Urban,52.9,18.84,11.9,50/20 Mbps,FALSE
Fibre to the Node,Dodo & iPrimus,NSW,Urban,53.37,18.85,8.34,50/20 Mbps,FALSE
Fibre to the Premises,Dodo & iPrimus,NSW,Urban,94.5,18.52,2.83,100/20 Mbps,FALSE
Fibre to the Node,Telstra,NSW,Major Rural,54.17,19,19.44,50/20 Mbps,FALSE
Hybrid Fibre Coaxial,Exetel,NSW,Urban,107.94,37.72,8.41,100/40 Mbps,FALSE
Fibre to the Node,Exetel,NSW,Urban,26.76,8.03,10.32,25/10 Mbps,FALSE
Fibre to the Curb,Dodo & iPrimus,NSW,Urban,106.09,37.67,5.02,100/40 Mbps,FALSE
Hybrid Fibre Coaxial,Telstra,NSW,Urban,271.84,23.4,8.45,250/25 Mbps,FALSE
Fibre to the Node,TPG,NSW,Urban,51.66,12.93,22.89,50/20 Mbps,FALSE
Fibre to the Node,Telstra,ACT,Urban,104.92,38.19,13.59,100/40 Mbps,FALSE
Fibre to the Node,iiNet,NSW,Urban,86.4,36.36,5.02,100/40 Mbps,FALSE
Fibre to the Premises,iiNet,ACT,Urban,99.56,37.85,7.63,100/40 Mbps,FALSE
Fibre to the Premises,Superloop,NSW,Urban,269.35,23.24,11.3,250/25 Mbps,FALSE
Fibre to the Premises,Telstra,NSW,Urban,109.17,19.03,4.74,100/20 Mbps,FALSE
Fibre to the Curb,Superloop,VIC,Major Rural,53.85,18.94,14.83,50/20 Mbps,FALSE
Fibre to the Premises,Exetel,NSW,Major Rural,271.97,23.69,16.92,250/25 Mbps,FALSE
Hybrid Fibre Coaxial,Telstra,NSW,Urban,108.54,18.93,8.08,100/20 Mbps,FALSE
Hybrid Fibre Coaxial,Optus,NSW,Urban,106.44,18.92,10.86,100/20 Mbps,FALSE
Fibre to the Premises,Exetel,NSW,Urban,107.44,37.88,5.75,100/40 Mbps,FALSE
Fibre to the Premises,Exetel,NSW,Urban,106.09,37.7,3.38,100/40 Mbps,FALSE
Fibre to the Premises,Leaptel,NSW,Urban,106.42,18.93,5.41,100/20 Mbps,FALSE
Fibre to the Node,Exetel,NSW,Urban,27.19,9.43,7.89,25/10 Mbps,FALSE
Hybrid Fibre Coaxial,Optus,NSW,Urban,54.14,18.72,12.75,50/20 Mbps,FALSE
Fibre to the Premises,Exetel,NSW,Urban,108.54,18.85,,100/20 Mbps,FALSE
Fibre to the Premises,Exetel,NSW,Urban,106.11,36.11,5.1,100/40 Mbps,FALSE
Fibre to the Premises,Exetel,NSW,Urban,251.23,23.36,7.09,250/25 Mbps,FALSE
Fibre to the Premises,Optus,NSW,Urban,54.18,18.61,16.26,50/20 Mbps,FALSE
Hybrid Fibre Coaxial,Optus,NSW,Urban,54.2,18.47,8.9,50/20 Mbps,FALSE
Fibre to the Node,Telstra,VIC,Urban,27.29,4.76,17.07,25/5 Mbps,FALSE
Fibre to the Premises,Dodo & iPrimus,NSW,Urban,53.28,18.86,8.34,50/20 Mbps,FALSE
Fibre to the Curb,Telstra,NSW,Urban,27.12,4.8,5.19,25/5 Mbps,FALSE
Fibre to the Curb,TPG,NSW,Urban,107.07,18.75,5.11,100/20 Mbps,FALSE
Hybrid Fibre Coaxial,Telstra,NSW,Urban,272.02,23.49,8.15,250/25 Mbps,FALSE
Fibre to the Premises,Exetel,NSW,Urban,270.54,23.66,4.61,250/25 Mbps,FALSE
Hybrid Fibre Coaxial,Superloop,NT + SA,Urban,53.29,18.22,17.48,50/20 Mbps,FALSE
Fibre to the Node,TPG,VIC,Major Rural,41.97,8.42,17.23,50/20 Mbps,FALSE
Hybrid Fibre Coaxial,Leaptel,VIC,Urban,246.73,23.44,13.83,250/25 Mbps,FALSE
Fibre to the Premises,TPG,TAS,Minor Rural,88.97,18.46,19.4,100/20 Mbps,FALSE
Fibre to the Premises,Other RSPs,VIC,Urban,106.61,18.8,3.89,100/20 Mbps,FALSE
Hybrid Fibre Coaxial,Vodafone,NSW,Urban,107.55,18.74,8.49,100/20 Mbps,FALSE
Fibre to the Node,Dodo & iPrimus,TAS,Urban,68.25,16.66,18.54,100/20 Mbps,TRUE
Hybrid Fibre Coaxial,TPG,VIC,Urban,107.03,18.73,8.12,100/20 Mbps,FALSE
Fibre to the Premises,Telstra,TAS,Urban,105.16,18.99,14.65,100/20 Mbps,FALSE
Fibre to the Curb,TPG,NT + SA,Urban,23.21,4.59,19.91,25/5 Mbps,FALSE
Fibre to the Premises,Superloop,VIC,Urban,52.26,18.48,2.59,50/20 Mbps,FALSE
Hybrid Fibre Coaxial,iiNet,VIC,Urban,105.67,18.87,8.59,100/20 Mbps,FALSE
Fibre to the Node,Dodo & iPrimus,NT + SA,Urban,26.31,9.42,19.6,25/10 Mbps,FALSE
Hybrid Fibre Coaxial,Optus,VIC,Urban,53.57,18.63,8.87,50/20 Mbps,FALSE
Hybrid Fibre Coaxial,Vodafone,VIC,Urban,53.1,18.69,8.63,50/20 Mbps,FALSE
Fibre to the Node,iiNet,NT + SA,Urban,26.24,4.72,21.02,25/5 Mbps,FALSE
Fibre to the Node,Telstra,VIC,Urban,52.76,18.97,10.37,50/20 Mbps,FALSE
Fibre to the Node,Dodo & iPrimus,QLD,Urban,53.24,18.83,9.78,50/20 Mbps,FALSE
Fibre to the Premises,Aussie Broadband,QLD,Minor Rural,266.11,23.68,3.74,250/25 Mbps,FALSE
Fibre to the Node,Optus,QLD,Urban,39.41,8.88,10.36,50/20 Mbps,FALSE
Fibre to the Premises,Dodo & iPrimus,QLD,Major Rural,265.54,23.6,18.55,250/25 Mbps,FALSE
Fibre to the Curb,Dodo & iPrimus,QLD,Urban,53.33,18.81,6.12,50/20 Mbps,FALSE
Fibre to the Premises,Optus,QLD,Urban,190.81,22.88,3.36,250/25 Mbps,FALSE
Hybrid Fibre Coaxial,Optus,QLD,Urban,50.93,18.56,8.12,50/20 Mbps,FALSE
Fibre to the Premises,iiNet,QLD,Urban,254.94,19.62,25.76,250/25 Mbps,FALSE
Fibre to the Premises,TPG,QLD,Urban,52.63,18.74,2.43,50/20 Mbps,FALSE
Fibre to the Premises,TPG,QLD,Urban,26.35,4.71,3.18,25/5 Mbps,FALSE
Fibre to the Premises,Optus,QLD,Urban,108.19,18.94,2.53,100/20 Mbps,FALSE
Hybrid Fibre Coaxial,Exetel,QLD,Urban,54.25,18.85,8.87,50/20 Mbps,FALSE
Fibre to the Premises,Exetel,QLD,Urban,107.68,18.8,4.29,100/20 Mbps,FALSE
Hybrid Fibre Coaxial,Exetel,QLD,Urban,103.78,37.6,7.85,100/40 Mbps,FALSE
Fibre to the Premises,Exetel,QLD,Urban,268.61,23.3,1.69,250/25 Mbps,FALSE
Fibre to the Node,TPG,NSW,Urban,25.16,2.84,31.58,50/20 Mbps,TRUE
Fibre to the Premises,Aussie Broadband,QLD,Urban,105.7,18.94,5.7,100/20 Mbps,FALSE
Fibre to the Premises,TPG,QLD,Urban,12.39,0.59,3,12/1 Mbps,FALSE
Hybrid Fibre Coaxial,Dodo & iPrimus,QLD,Urban,105.95,18.74,9.35,100/20 Mbps,FALSE
Fibre to the Premises,Exetel,QLD,Urban,104.78,18.88,16.45,100/20 Mbps,FALSE
Fibre to the Premises,Dodo & iPrimus,QLD,Urban,269.41,23.6,22.91,250/25 Mbps,FALSE
Fibre to the Node,Telstra,QLD,Urban,53.28,18.98,5.61,50/20 Mbps,FALSE
Hybrid Fibre Coaxial,Telstra,QLD,Urban,27.2,4.69,8.96,25/5 Mbps,FALSE
Fibre to the Node,Optus,QLD,Major Rural,37.98,8.06,25.98,50/20 Mbps,FALSE
Hybrid Fibre Coaxial,Superloop,QLD,Urban,108.34,37.08,7.89,100/40 Mbps,FALSE
Fibre to the Node,iiNet,QLD,Urban,52.57,8.8,8.32,50/20 Mbps,FALSE
Hybrid Fibre Coaxial,Vodafone,QLD,Urban,92.99,18.71,9.74,100/20 Mbps,FALSE
Hybrid Fibre Coaxial,Telstra,QLD,Urban,103.78,18.11,10.41,100/20 Mbps,FALSE
Fibre to the Premises,Dodo & iPrimus,QLD,Urban,104.45,18.79,4.18,100/20 Mbps,FALSE
Fibre to the Node,Aussie Broadband,QLD,Urban,96.56,37.65,9.01,100/40 Mbps,FALSE
Fibre to the Node,iiNet,QLD,Urban,25.84,4.67,10.71,25/5 Mbps,FALSE
Hybrid Fibre Coaxial,TPG,QLD,Urban,199.13,23.22,8.93,250/25 Mbps,FALSE
Fibre to the Premises,Dodo & iPrimus,QLD,Urban,106.23,18.84,3.36,100/20 Mbps,FALSE
Fibre to the Node,Telstra,QLD,Urban,44.51,8.82,22.51,50/20 Mbps,FALSE
Fibre to the Node,Telstra,QLD,Major Rural,55.22,17.85,26.86,100/20 Mbps,FALSE
Hybrid Fibre Coaxial,iiNet,QLD,Urban,96.49,37.71,8.65,100/40 Mbps,FALSE
Fibre to the Node,Leaptel,QLD,Major Rural,22.98,9.33,27.54,25/10 Mbps,FALSE
Fibre to the Premises,Optus,QLD,Urban,107.42,37.55,3.95,100/40 Mbps,FALSE
Fibre to the Premises,TPG,QLD,Urban,105.71,18.8,22.65,100/20 Mbps,FALSE
Fibre to the Premises,Leaptel,QLD,Urban,104.2,18.8,22.24,100/20 Mbps,FALSE
Hybrid Fibre Coaxial,Exetel,QLD,Urban,52.83,18.78,8.12,50/20 Mbps,FALSE
Hybrid Fibre Coaxial,Aussie Broadband,QLD,Urban,103.25,37.37,8.1,100/40 Mbps,FALSE
Fibre to the Premises,Telstra,QLD,Urban,108.17,18.92,3.82,100/20 Mbps,FALSE
Fibre to the Premises,Leaptel,QLD,Urban,270.04,20.11,1.42,250/25 Mbps,FALSE
Fibre to the Node,Superloop,QLD,Major Rural,55.19,18.78,17.36,100/20 Mbps,TRUE
Hybrid Fibre Coaxial,Aussie Broadband,QLD,Urban,107.02,37.78,2.87,100/40 Mbps,FALSE
Fibre to the Node,iiNet,QLD,Urban,47.21,9.83,11.74,50/20 Mbps,FALSE
Hybrid Fibre Coaxial,TPG,QLD,Urban,107.62,18.28,8.92,100/20 Mbps,FALSE
Hybrid Fibre Coaxial,TPG,QLD,Urban,93.86,18.91,11.2,100/20 Mbps,FALSE
Hybrid Fibre Coaxial,Launtel,QLD,Urban,103.27,18.46,8.53,100/20 Mbps,FALSE
Fibre to the Node,iiNet,QLD,Urban,41.78,11.22,18.39,50/20 Mbps,FALSE
Fibre to the Node,Telstra,QLD,Urban,42.58,9.84,9.72,50/20 Mbps,FALSE
Fibre to the Premises,Dodo & iPrimus,QLD,Urban,103.28,18.14,25.56,100/20 Mbps,FALSE
Hybrid Fibre Coaxial,TPG,QLD,Urban,51.42,18.76,9.74,50/20 Mbps,FALSE
Fibre to the Premises,Other RSPs,QLD,Urban,94.68,18.7,3.74,100/20 Mbps,FALSE
Fibre to the Premises,Aussie Broadband,QLD,Urban,107.93,18.95,4.74,100/20 Mbps,FALSE
Hybrid Fibre Coaxial,Optus,QLD,Urban,52.87,18.5,8.19,50/20 Mbps,FALSE
Fibre to the Premises,Launtel,QLD,Urban,104,18.17,2.18,100/20 Mbps,FALSE
Fibre to the Curb,Launtel,QLD,Urban,52.19,18.2,5.4,50/20 Mbps,FALSE
Fibre to the Premises,Other RSPs,QLD,Urban,96.19,37.69,2.56,100/40 Mbps,FALSE
Fibre to the Node,Aussie Broadband,QLD,Urban,108.53,18.89,22.81,100/20 Mbps,FALSE
Fibre to the Premises,Aussie Broadband,QLD,Urban,107.7,18.91,1.98,100/20 Mbps,FALSE
Hybrid Fibre Coaxial,Superloop,QLD,Urban,268.9,23.64,8.07,250/25 Mbps,FALSE
Fibre to the Curb,Telstra,QLD,Major Rural,107.74,19,7.3,100/20 Mbps,FALSE
Fibre to the Node,Dodo & iPrimus,QLD,Urban,53.28,18.82,8.72,50/20 Mbps,FALSE
Hybrid Fibre Coaxial,Superloop,QLD,Urban,49.1,18.04,8.42,50/20 Mbps,FALSE
Hybrid Fibre Coaxial,TPG,QLD,Urban,247.83,18.76,11.01,250/25 Mbps,FALSE
Fibre to the Premises,Optus,QLD,Urban,96.66,37.33,3.73,100/40 Mbps,FALSE
Fibre to the Premises,Telstra,QLD,Urban,51.66,18.73,2.84,50/20 Mbps,FALSE
Fibre to the Node,Leaptel,QLD,Urban,43.93,8.07,12,50/20 Mbps,FALSE
Fibre to the Premises,TPG,QLD,Urban,52.49,18.79,9.67,50/20 Mbps,FALSE
Fibre to the Node,Aussie Broadband,QLD,Urban,40.92,7.33,13.76,50/20 Mbps,FALSE
Fibre to the Curb,Optus,QLD,Urban,54.1,18.66,6.11,50/20 Mbps,FALSE
Fibre to the Node,Optus,QLD,Urban,98.28,17.86,10.72,100/20 Mbps,FALSE
Fibre to the Premises,Dodo & iPrimus,WA,Urban,105.8,37.69,3.93,100/40 Mbps,FALSE
Fibre to the Node,iiNet,WA,Urban,37.95,7.66,10.4,50/20 Mbps,FALSE
Fibre to the Premises,Exetel,WA,Urban,108.46,18.81,2.61,100/20 Mbps,FALSE
Fibre to the Premises,Leaptel,WA,Urban,105.3,18.96,2.04,100/20 Mbps,FALSE
Fibre to the Node,Telstra,WA,Urban,48.77,12.64,11.1,50/20 Mbps,FALSE
Fibre to the Node,iiNet,WA,Urban,52.59,16.85,9.68,50/20 Mbps,FALSE
Fibre to the Premises,Aussie Broadband,WA,Urban,107.43,37.9,1.48,100/40 Mbps,FALSE
Fibre to the Premises,TPG,WA,Urban,106.67,17.07,2.69,100/20 Mbps,FALSE
Hybrid Fibre Coaxial,Dodo & iPrimus,WA,Urban,53.22,18.75,9.16,50/20 Mbps,FALSE
Fibre to the Premises,Aussie Broadband,WA,Urban,107.51,18.81,2.39,100/20 Mbps,FALSE
Fibre to the Node,Dodo & iPrimus,WA,Urban,26.28,4.7,16.49,25/5 Mbps,FALSE
Fibre to the Premises,Vodafone,WA,Urban,106.93,18.76,2.71,100/20 Mbps,FALSE
Fibre to the Node,iiNet,WA,Urban,33.02,10.18,10.71,50/20 Mbps,TRUE
Fibre to the Node,Aussie Broadband,WA,Urban,27.21,9.48,6.99,25/10 Mbps,FALSE
Hybrid Fibre Coaxial,Aussie Broadband,WA,Urban,107.37,18.89,8.43,100/20 Mbps,FALSE
Fibre to the Node,Telstra,WA,Urban,37.07,6.31,27.63,50/20 Mbps,FALSE
Hybrid Fibre Coaxial,Exetel,WA,Urban,108.48,37.66,8.81,100/40 Mbps,FALSE
Hybrid Fibre Coaxial,Exetel,WA,Urban,94.85,37.56,9.7,100/40 Mbps,FALSE
Fibre to the Premises,Superloop,WA,Urban,54.26,18.97,2.13,50/20 Mbps,FALSE
Hybrid Fibre Coaxial,Telstra,WA,Urban,101.37,18.91,10.37,100/20 Mbps,FALSE
Fibre to the Premises,TPG,WA,Urban,92.59,18.73,3.07,100/20 Mbps,FALSE
Fibre to the Node,Optus,WA,Urban,40.31,9.61,13.23,50/20 Mbps,FALSE
Fibre to the Premises,Dodo & iPrimus,WA,Urban,269.95,23.69,2.92,250/25 Mbps,FALSE
Fibre to the Node,Other RSPs,WA,Urban,105.59,18.78,7.98,100/20 Mbps,FALSE
Fibre to the Node,Launtel,WA,Urban,79.18,28.47,12.14,100/40 Mbps,FALSE
Fibre to the Node,Exetel,WA,Urban,52.09,18.85,17.74,50/20 Mbps,FALSE
Fibre to the Premises,Dodo & iPrimus,WA,Urban,90.85,37.64,8.68,100/40 Mbps,FALSE
Fibre to the Node,Vodafone,WA,Urban,53.41,18.93,9.22,50/20 Mbps,FALSE
Fibre to the Node,Aussie Broadband,WA,Urban,24.52,4.34,10.88,25/10 Mbps,FALSE
Hybrid Fibre Coaxial,Telstra,WA,Urban,105.05,15.57,31.54,100/20 Mbps,FALSE
Fibre to the Premises,TPG,WA,Urban,53.14,18.1,2.76,50/20 Mbps,FALSE
Fibre to the Premises,iiNet,WA,Urban,53.08,19.03,2.51,50/20 Mbps,FALSE
Fibre to the Premises,Aussie Broadband,WA,Urban,108.21,18.94,2.5,100/20 Mbps,FALSE
Fibre to the Premises,Optus,WA,Urban,108.28,19.09,3.51,100/20 Mbps,FALSE
Fibre to the Premises,Vodafone,WA,Urban,266.31,23.49,2.75,250/25 Mbps,FALSE
Fibre to the Premises,Dodo & iPrimus,WA,Urban,51.16,18.71,3.44,50/20 Mbps,FALSE
Fibre to the Premises,iiNet,WA,Urban,85.77,37.52,2.88,100/40 Mbps,FALSE
Fibre to the Node,iiNet,WA,Urban,33.38,4.6,19.7,50/20 Mbps,TRUE
Fibre to the Premises,Telstra,WA,Urban,109.4,18.93,2.69,100/20 Mbps,FALSE
Fibre to the Premises,Superloop,WA,Urban,107.15,18.93,2.5,100/20 Mbps,FALSE
Fibre to the Premises,Leaptel,WA,Urban,108.35,18.06,4.6,100/20 Mbps,FALSE
Fibre to the Premises,Telstra,WA,Urban,108.19,19.08,3.46,100/20 Mbps,FALSE
Fibre to the Premises,Dodo & iPrimus,WA,Urban,106.67,37.67,5,100/40 Mbps,FALSE
Fibre to the Premises,Aussie Broadband,WA,Urban,53.94,18.93,2.73,50/20 Mbps,FALSE
Fibre to the Premises,iiNet,WA,Urban,53.3,18.96,2.84,50/20 Mbps,FALSE
Fibre to the Premises,Exetel,WA,Urban,107.57,37.67,3.07,100/40 Mbps,FALSE
Fibre to the Premises,TPG,WA,Urban,53.16,18.73,3.1,50/20 Mbps,FALSE
Fibre to the Premises,iiNet,WA,Urban,106.12,18.91,3.36,100/20 Mbps,FALSE
Fibre to the Premises,iiNet,WA,Urban,53.34,18.96,10.66,50/20 Mbps,FALSE
Fibre to the Premises,Exetel,WA,Urban,543.6,47.18,2.71,500/50 Mbps,FALSE
Fibre to the Node,iiNet,WA,Urban,66.44,18.82,21.15,100/20 Mbps,TRUE
Fibre to the Premises,Leaptel,WA,Urban,54.21,18.79,2.57,50/20 Mbps,FALSE
Hybrid Fibre Coaxial,TPG,WA,Urban,23.95,4.61,11.67,25/5 Mbps,FALSE
Fibre to the Node,Telstra,WA,Urban,37.98,11.41,10.25,50/20 Mbps,FALSE
Fibre to the Premises,Superloop,WA,Urban,107.66,18.94,3.43,100/20 Mbps,FALSE
Fibre to the Premises,Exetel,WA,Urban,102.59,17.77,3,100/20 Mbps,FALSE
Fibre to the Premises,TPG,WA,Urban,52.12,18.85,2.66,50/20 Mbps,FALSE
Fibre to the Node,Aussie Broadband,WA,Urban,69.59,18.82,11.08,100/20 Mbps,TRUE
Fibre to the Premises,Leaptel,WA,Urban,105.83,18.93,2.36,100/20 Mbps,FALSE
Fibre to the Premises,Leaptel,WA,Urban,104.16,18.91,2.38,100/20 Mbps,FALSE
Hybrid Fibre Coaxial,Telstra,WA,Urban,105.6,18.71,9.2,100/20 Mbps,FALSE
Fibre to the Node,Aussie Broadband,WA,Urban,26.61,5.95,6.06,25/10 Mbps,FALSE
Fibre to the Node,Aussie Broadband,WA,Urban,31.18,8.26,10.34,50/20 Mbps,TRUE
Fibre to the Node,iiNet,WA,Urban,52.26,16.8,9.53,50/20 Mbps,FALSE
Fibre to the Premises,Exetel,WA,Urban,106.33,18.71,5.66,100/20 Mbps,FALSE
Fibre to the Premises,Other RSPs,WA,Urban,46.2,18.81,3.28,50/20 Mbps,FALSE
Hybrid Fibre Coaxial,Dodo & iPrimus,QLD,Urban,53.08,18.73,9.01,50/20 Mbps,FALSE
Hybrid Fibre Coaxial,Leaptel,QLD,Urban,260.68,23.8,8.96,250/25 Mbps,FALSE
Fibre to the Premises,Superloop,QLD,Urban,108.26,18.93,2.57,100/20 Mbps,FALSE
Fibre to the Node,Vodafone,QLD,Urban,51.5,18.47,10.91,50/20 Mbps,FALSE
Hybrid Fibre Coaxial,Aussie Broadband,QLD,Urban,94.03,37.83,8.84,100/40 Mbps,FALSE
Fibre to the Curb,Optus,QLD,Urban,51.82,18.52,6.64,50/20 Mbps,FALSE
Fibre to the Node,Optus,QLD,Urban,107.49,18.99,5.92,100/20 Mbps,FALSE
Fibre to the Premises,Exetel,QLD,Urban,267.96,22.98,2.54,250/25 Mbps,FALSE
Hybrid Fibre Coaxial,Dodo & iPrimus,QLD,Urban,106.5,18.76,9.36,100/20 Mbps,FALSE
Hybrid Fibre Coaxial,TPG,QLD,Urban,52.88,18.5,8.82,50/20 Mbps,FALSE
Hybrid Fibre Coaxial,Telstra,QLD,Urban,109,18.79,8.51,100/20 Mbps,FALSE
Fibre to the Premises,Leaptel,QLD,Urban,103.56,18.93,2.34,100/20 Mbps,FALSE
Fibre to the Premises,Leaptel,QLD,Urban,262.94,23.79,2.45,250/25 Mbps,FALSE
Hybrid Fibre Coaxial,Superloop,QLD,Urban,269.45,23.48,8.42,250/25 Mbps,FALSE
Fibre to the Premises,Superloop,QLD,Urban,269.34,23.45,2.34,250/25 Mbps,FALSE
Fibre to the Node,TPG,QLD,Urban,26.32,4.63,19.26,25/5 Mbps,FALSE
Fibre to the Node,Optus,QLD,Urban,47.83,14.02,12.2,50/20 Mbps,FALSE
Hybrid Fibre Coaxial,Telstra,QLD,Urban,54.25,18.79,13.66,50/20 Mbps,FALSE
Fibre to the Premises,Superloop,QLD,Urban,54.05,18.94,1.61,50/20 Mbps,FALSE
Fibre to the Node,Telstra,QLD,Urban,22.31,3.57,20.9,50/20 Mbps,TRUE
Fibre to the Premises,Dodo & iPrimus,QLD,Urban,26.3,4.33,5.19,25/5 Mbps,FALSE
Fibre to the Premises,Exetel,QLD,Urban,108.15,36.18,4.85,100/40 Mbps,FALSE
Fibre to the Node,Dodo & iPrimus,QLD,Urban,25.98,9.42,8.61,25/10 Mbps,FALSE
Fibre to the Node,Superloop,QLD,Urban,36.41,13.23,18.11,50/20 Mbps,FALSE
Fibre to the Premises,Leaptel,QLD,Urban,106.05,18.76,8.45,100/20 Mbps,FALSE
Fibre to the Premises,iiNet,QLD,Major Rural,106.05,16.94,3.86,100/20 Mbps,FALSE
Fibre to the Node,Aussie Broadband,QLD,Urban,26.61,5.49,11.53,25/10 Mbps,FALSE
Fibre to the Node,iiNet,QLD,Urban,26.57,4.74,9.87,25/5 Mbps,FALSE
Fibre to the Premises,Aussie Broadband,QLD,Urban,53.67,18.81,20.94,50/20 Mbps,FALSE
Fibre to the Node,Dodo & iPrimus,QLD,Urban,26.11,4.7,9.81,25/5 Mbps,FALSE
Hybrid Fibre Coaxial,Superloop,QLD,Urban,104.18,36.2,9.98,100/40 Mbps,FALSE
Fibre to the Node,Optus,QLD,Urban,47.59,7.48,15.45,50/20 Mbps,FALSE
Fibre to the Premises,Superloop,QLD,Urban,95.61,18.89,2.25,100/20 Mbps,FALSE
Fibre to the Premises,TPG,QLD,Urban,50.26,18.66,3.95,50/20 Mbps,FALSE
Fibre to the Premises,Superloop,QLD,Urban,107.22,37.91,1.52,100/40 Mbps,FALSE
Fibre to the Node,Superloop,QLD,Urban,38.38,36.71,10.37,100/40 Mbps,TRUE
Hybrid Fibre Coaxial,Superloop,QLD,Urban,106.28,18.56,7.62,100/40 Mbps,FALSE
Hybrid Fibre Coaxial,Telstra,QLD,Urban,52.65,6.1,26.93,100/20 Mbps,TRUE
Fibre to the Node,Leaptel,QLD,Major Rural,24.89,9.48,35.71,25/10 Mbps,FALSE
Hybrid Fibre Coaxial,Telstra,QLD,Urban,53.45,18.72,9.68,50/20 Mbps,FALSE
Fibre to the Premises,Exetel,QLD,Urban,107.77,37.68,1.93,100/40 Mbps,FALSE
Fibre to the Premises,Aussie Broadband,QLD,Urban,107.39,18.91,2.33,100/20 Mbps,FALSE
Hybrid Fibre Coaxial,Superloop,QLD,Urban,97.86,35.49,10.3,100/40 Mbps,FALSE
Hybrid Fibre Coaxial,Exetel,QLD,Urban,106.24,18.78,7.39,100/20 Mbps,FALSE
Fibre to the Premises,Superloop,QLD,Urban,267.93,23.51,3.41,250/25 Mbps,FALSE
Fibre to the Premises,Aussie Broadband,QLD,Urban,271.42,23.82,3.55,250/25 Mbps,FALSE
Fibre to the Premises,Exetel,QLD,Urban,65.36,18.77,17.51,100/20 Mbps,TRUE
Fibre to the Premises,Dodo & iPrimus,QLD,Urban,107.07,37.69,20.73,100/40 Mbps,FALSE
Hybrid Fibre Coaxial,Optus,QLD,Urban,54,18.68,8.01,50/20 Mbps,FALSE
Hybrid Fibre Coaxial,Vodafone,QLD,Urban,52.58,18.59,10.98,50/20 Mbps,FALSE
Fibre to the Premises,Superloop,QLD,Urban,106.75,18.43,1.68,100/20 Mbps,FALSE
Fibre to the Node,Leaptel,QLD,Urban,27.15,8.98,10.99,25/10 Mbps,FALSE
Hybrid Fibre Coaxial,Superloop,QLD,Urban,104.35,37.32,8.85,100/40 Mbps,FALSE
Fibre to the Node,iiNet,QLD,Urban,26.38,4.71,9.78,25/5 Mbps,FALSE
Hybrid Fibre Coaxial,Superloop,QLD,Urban,107.6,18.91,8.33,100/20 Mbps,FALSE
Fibre to the Premises,TPG,QLD,Urban,52.5,18.8,2.25,50/20 Mbps,FALSE
Fibre to the Premises,Telstra,QLD,Urban,268.78,23.76,2.68,250/25 Mbps,FALSE
Hybrid Fibre Coaxial,Optus,QLD,Urban,52.16,18.92,8.45,50/20 Mbps,FALSE
Hybrid Fibre Coaxial,Aussie Broadband,NT + SA,Urban,108.04,37.7,17.45,100/40 Mbps,FALSE
Fibre to the Node,Leaptel,VIC,Minor Rural,24.08,4.73,10.42,25/10 Mbps,FALSE
Fibre to the Premises,Dodo & iPrimus,TAS,Urban,35.72,0.88,14.03,50/20 Mbps,FALSE
Fibre to the Node,Aussie Broadband,VIC,Urban,22.88,5.13,19.54,50/20 Mbps,TRUE
Hybrid Fibre Coaxial,Telstra,VIC,Urban,108.11,18.8,8.68,100/20 Mbps,FALSE
Fibre to the Curb,Dodo & iPrimus,VIC,Urban,87.38,14.63,5.59,100/20 Mbps,FALSE
Fibre to the Node,Aussie Broadband,VIC,Urban,55.89,18.98,10.21,100/20 Mbps,TRUE
Fibre to the Curb,Exetel,VIC,Urban,104.52,18.66,5.05,100/20 Mbps,FALSE
Fibre to the Curb,Telstra,VIC,Urban,27.08,4.69,5.83,25/10 Mbps,FALSE
Fibre to the Node,Aussie Broadband,TAS,Minor Rural,33.49,6.89,19.98,50/20 Mbps,TRUE
Fibre to the Premises,Superloop,VIC,Urban,107.67,18.92,2.57,100/20 Mbps,FALSE
